Sale of the day
100 apple
200 pie
Mango,86
Banana,10
Strawberry,51
Peach,46
Strawberry,88
Orange,47
Pineapple,67
Strawberry,95
Banana,84
Mango,41
Grape,97
Mango,67
Pineapple,17
Strawberry,24
Blueberry,11
Pineapple,92
Orange,28
Banana,51
Apple,83
Watermelon,38
Apple,13
Banana,25
Blueberry,72
Blueberry,90
Apple,74
Mango,41
Apple,26
Grape,89
Orange,91
Orange,99
Banana,36
Apple,40
Pineapple,45
Watermelon,12
Orange,50
Banana,44
Grape,65
Strawberry,99
Mango,63
Mango,60
Peach,84
Blueberry,30
Watermelon,27
Strawberry,49
Orange,71
Peach,29
Blueberry,74
Pineapple,40
Orange,26
Watermelon,90
Pineapple,64
Pineapple,39
Orange,65
Grape,75
Pineapple,27
Peach,69
Pineapple,64
Apple,54
Apple,13
Banana,17
Blueberry,75
Banana,37
Peach,61
Blueberry,84
Apple,27
Peach,66
Apple,80
Apple,30
Peach,69
Pineapple,32
Orange,30
Watermelon,15
Grape,52
Banana,83
Mango,100
Pineapple,46
Apple,37
Watermelon,99
Orange,45
Blueberry,35
Banana,29
Banana,32
Banana,29
Watermelon,94
Grape,39
Peach,34
Mango,77
Grape,20
Watermelon,93
Blueberry,49
Watermelon,97
Grape,92
Banana,96
Peach,88
Apple,24
Blueberry,59
Apple,52
Apple,95
Mango,48
Apple,49
Apple,49
Apple,61
Pineapple,30
Orange,14
Pineapple,82
Banana,44
Blueberry,11
Orange,83
Strawberry,98
Peach,72
Grape,26
Banana,26
Watermelon,54
Watermelon,81
Pineapple,47
Pineapple,59
Apple,46
Blueberry,43
Pineapple,92
Peach,38
Strawberry,48
Pineapple,82
Orange,69
Pineapple,21
Apple,16
Orange,23
Blueberry,73
Grape,54
Grape,76
Apple,36
Watermelon,91
Banana,64
Strawberry,92
Pineapple,98
Pineapple,91
Blueberry,86
Grape,23
Orange,12
Strawberry,41
Peach,46
Orange,12
Apple,65
Strawberry,96
Orange,55
Banana,85
Grape,61
Blueberry,54
Apple,58
Pineapple,41
Pineapple,88
Apple,93
Strawberry,52
Blueberry,80
Peach,54
Pineapple,73
Strawberry,78
Pineapple,73
Watermelon,90
Blueberry,27
Pineapple,11
Banana,67
Mango,91
Peach,88
Grape,96
Blueberry,11
Watermelon,78
Blueberry,80
Banana,72
Apple,95
Grape,25
Orange,20
Blueberry,42
Apple,73
Watermelon,30
Grape,53100 apple
200 pie
Peach,94
Grape,50
Pineapple,34
Grape,44
Peach,25
Strawberry,50
Apple,43
Mango,17
Mango,39
Blueberry,92
Blueberry,22
Peach,59
Strawberry,48
Watermelon,54
Banana,29
Peach,72
Blueberry,48
Peach,34
Watermelon,55
Blueberry,67
Blueberry,30
Banana,21
Mango,39
Orange,67
Mango,91
Mango,86
Banana,10
Strawberry,51
Peach,46
Strawberry,88
Orange,47
Pineapple,67
Strawberry,95
Banana,84
Mango,41
Grape,97
Mango,67
Pineapple,17
Strawberry,24
Blueberry,11
Pineapple,92
Orange,28
Banana,51
Apple,83
Watermelon,38
Apple,13
Banana,25
Blueberry,72
Blueberry,90
Apple,74
Mango,41
Apple,26
Grape,89
Orange,91
Orange,99
Banana,36
Apple,40
Pineapple,45
Watermelon,12
Orange,50
Banana,44
Grape,65
Strawberry,99
Mango,63
Mango,60
Peach,84
Blueberry,30
Watermelon,27
Strawberry,49
Orange,71
Peach,29
Blueberry,74
Pineapple,40
Orange,26
Watermelon,90
Pineapple,64
Pineapple,39
Orange,65
Grape,75
Pineapple,27
Peach,69
Pineapple,64
Apple,54
Apple,13
Banana,17
Blueberry,75
Banana,37
Peach,61
Blueberry,84
Apple,27
Peach,66
Apple,80
Apple,30
Peach,69
Pineapple,32
Orange,30
Watermelon,15
Grape,52
Banana,83
Mango,100
Pineapple,46
Apple,37
Watermelon,99
Orange,45
Blueberry,35
Banana,29
Banana,32
Banana,29
Watermelon,94
Grape,39
Peach,34
Mango,77
Grape,20
Watermelon,93
Blueberry,49
Watermelon,97
Grape,92
Banana,96
Peach,88
Apple,24
Blueberry,59
Apple,52
Apple,95
Mango,48
Apple,49
Apple,49
Apple,61
Pineapple,30
Orange,14
Pineapple,82
Banana,44
Blueberry,11
Orange,83
Strawberry,98
Peach,72
Grape,26
Banana,26
Watermelon,54
Watermelon,81
Pineapple,47
Pineapple,59
Apple,46
Blueberry,43
Pineapple,92
Peach,38
Strawberry,48
Pineapple,82
Orange,69
Pineapple,21
Apple,16
Orange,23
Blueberry,73
Grape,54
Grape,76
Apple,36
Watermelon,91
Banana,64
Strawberry,92
Pineapple,98
Pineapple,91
Blueberry,86
Grape,23
Orange,12
Strawberry,41
Peach,46
Orange,12
Apple,65
Strawberry,96
Orange,55
Banana,85
Grape,61
Blueberry,54
Apple,58
Pineapple,41
Pineapple,88
Apple,93
Strawberry,52
Blueberry,80
Peach,54
Pineapple,73
Strawberry,78
Pineapple,73
Watermelon,90
Blueberry,27
Pineapple,11
Banana,67
Mango,91
Peach,88
Grape,96
Blueberry,11
Watermelon,78
Blueberry,80
Banana,72
Apple,95
Grape,25
Orange,20
Blueberry,42
Apple,73
Watermelon,30
Grape,53100 apple
200 pie
Peach,94
Grape,50
Pineapple,34
Grape,44
Peach,25
Strawberry,50
Apple,43
Mango,17
Mango,39
Blueberry,92
Blueberry,22
Peach,59
Strawberry,48
Watermelon,54
Banana,29
Peach,72
Blueberry,48
Peach,34
Watermelon,55
Blueberry,67
Blueberry,30
Banana,21
Mango,39
Orange,67
Mango,91
Mango,86
Banana,10
Strawberry,51
Peach,46
Strawberry,88
Orange,47
Pineapple,67
Strawberry,95
Banana,84
Mango,41
Grape,97
Mango,67
Pineapple,17
Strawberry,24
Blueberry,11
Pineapple,92
Orange,28
Banana,51
Apple,83
Watermelon,38
Apple,13
Banana,25
Blueberry,72
Blueberry,90
Apple,74
Mango,41
Apple,26
Grape,89
Orange,91
Orange,99
Banana,36
Apple,40
Pineapple,45
Watermelon,12
Orange,50
Banana,44
Grape,65
Strawberry,99
Mango,63
Mango,60
Peach,84
Blueberry,30
Watermelon,27
Strawberry,49
Orange,71
Peach,29
Blueberry,74
Pineapple,40
Orange,26
Watermelon,90
Pineapple,64
Pineapple,39
Orange,65
Grape,75
Pineapple,27
Peach,69
Pineapple,64
Apple,54
Apple,13
Banana,17
Blueberry,75
Banana,37
Peach,61
Blueberry,84
Apple,27
Peach,66
Apple,80
Apple,30
Peach,69
Pineapple,32
Orange,30
Watermelon,15
Grape,52
Banana,83
Mango,100
Pineapple,46
Apple,37
Watermelon,99
Orange,45
Blueberry,35
Banana,29
Banana,32
Banana,29
Watermelon,94
Grape,39
Peach,34
Mango,77
Grape,20
Watermelon,93
Blueberry,49
Watermelon,97
Grape,92
Banana,96
Peach,88
Apple,24
Blueberry,59
Apple,52
Apple,95
Mango,48
Apple,49
Apple,49
Apple,61
Pineapple,30
Orange,14
Pineapple,82
Banana,44
Blueberry,11
Orange,83
Strawberry,98
Peach,72
Grape,26
Banana,26
Watermelon,54
Watermelon,81
Pineapple,47
Pineapple,59
Apple,46
Blueberry,43
